,Date,Team,Acquired,Relinquished,Notes
414,2019-12-07,Cavaliers,Kevin Love,,activated from IL
415,2019-12-07,Grizzlies,,Brandon Clarke,placed on IL with left oblique injury
416,2019-12-07,Jazz,,Nigel Williams-Goss,placed on IL
417,2019-12-07,Knicks,,Wayne Ellington,placed on IL with left Achilles injury
418,2019-12-07,Pacers,,Malcolm Brogdon,placed on IL with right hand injury
419,2019-12-08,76ers,Joel Embiid,,activated from IL
420,2019-12-08,Blazers,Gary Trent Jr.,,activated from IL
421,2019-12-08,Hawks,Allen Crabbe,,activated from IL
422,2019-12-08,Hawks,Chandler Parsons,,activated from IL
423,2019-12-08,Hawks,De'Andre Hunter,,activated from IL
424,2019-12-08,Hornets,,Marvin Williams,placed on IL with sore right knee
425,2019-12-08,Lakers,,Rajon Rondo,placed on IL with strained left hamstring
426,2019-12-08,Mavericks,,Delon Wright,placed on IL with strained right adductor
427,2019-12-08,Mavericks,Ryan Broekhoff,,activated from IL
428,2019-12-08,Nuggets,Vlatko Cancar,,activated from IL
429,2019-12-08,Timberwolves,Andrew Wiggins,,activated from IL
430,2019-12-08,Timberwolves,Naz Reid,,activated from IL
431,2019-12-09,Bulls,Max Strus,,activated from IL
432,2019-12-09,Celtics,,Marcus Smart,placed on IL with left eye injury
433,2019-12-09,Celtics,,Robert Williams III,placed on IL with sore left hip
434,2019-12-09,Celtics,Gordon Hayward,,activated from IL
435,2019-12-09,Clippers,,JaMychal Green,placed on IL with tailbone injury
436,2019-12-09,Grizzlies,Ja Morant,,activated from IL
437,2019-12-09,Jazz,Nigel Williams-Goss,,activated from IL
438,2019-12-09,Pacers,Malcolm Brogdon,,activated from IL
439,2019-12-09,Rockets,,Tyson Chandler,placed on IL with illness
440,2019-12-09,Thunder,,Danilo Gallinari,placed on IL with sprained right ankle
441,2019-12-09,Warriors,Jacob Evans,,activated from IL
442,2019-12-10,76ers,Josh Richardson,,activated from IL
443,2019-12-10,Heat,,Justise Winslow,placed on IL with strained lower back
444,2019-12-10,Heat,K.Z. Okpala,,activated from IL
445,2019-12-11,Bucks,,Giannis Antetokounmpo,placed on IL with right quadricep injury
446,2019-12-11,Bulls,,Max Strus,placed on IL
447,2019-12-11,Celtics,Romeo Langford,,activated from IL
448,2019-12-11,Grizzlies,,Grayson Allen,placed on IL with sore right ankle
449,2019-12-11,Grizzlies,Brandon Clarke,,activated from IL
450,2019-12-11,Grizzlies,Kyle Anderson,,activated from IL
451,2019-12-11,Hornets,,Nicolas Batum,placed on IL with left hand injury
452,2019-12-11,Kings,Marvin Bagley III,,activated from IL
453,2019-12-11,Lakers,,Kyle Kuzma,placed on IL with sprained left ankle
454,2019-12-11,Lakers,Avery Bradley,,activated from IL
455,2019-12-11,Magic,,Markelle Fultz,placed on IL with illness
456,2019-12-11,Nets,,Nicolas Claxton / Nic Claxton,placed on IL with left hamstring injury
457,2019-12-11,Raptors,,Fred VanVleet,placed on IL with bruised right knee
458,2019-12-11,Raptors,Patrick McCaw,,activated from IL
459,2019-12-11,Rockets,,Austin Rivers,placed on IL with flu
460,2019-12-11,Thunder,Danilo Gallinari,,activated from IL
461,2019-12-11,Timberwolves,,Keita Bates-Diop,placed on IL with illness
462,2019-12-11,Warriors,Damion Lee,,activated from IL
463,2019-12-12,Bucks,,Kyle Korver,placed on IL with sore back
464,2019-12-12,Nuggets,,Vlatko Cancar,placed on IL
465,2019-12-13,76ers,,Al Horford,placed on IL with sore left knee
466,2019-12-13,Bucks,Giannis Antetokounmpo,,activated from IL
467,2019-12-13,Clippers,,Patrick Beverley,placed on IL with concussion
468,2019-12-13,Clippers,Rodney McGruder,,activated from IL
469,2019-12-13,Grizzlies,,Ja Morant,placed on IL with back injury
470,2019-12-13,Jazz,,Tony Bradley,placed on IL with illness
471,2019-12-13,Knicks,,Allonzo Trier,placed on IL with concussion
472,2019-12-13,Lakers,Rajon Rondo,,activated from IL
473,2019-12-13,Magic,Markelle Fultz,,activated from IL
474,2019-12-13,Pelicans,Derrick Favors,,activated from IL
475,2019-12-13,Rockets,Austin Rivers,,activated from IL
476,2019-12-13,Timberwolves,Keita Bates-Diop,,activated from IL
477,2019-12-13,Warriors,,Draymond Green,placed on IL
478,2019-12-14,Bucks,,Eric Bledsoe,placed on IL with right fibula injury
479,2019-12-14,Bucks,Frank Mason,,activated from IL
480,2019-12-14,Bucks,Kyle Korver,,activated from IL
481,2019-12-14,Bulls,Cristiano Felicio,,activated from IL
482,2019-12-14,Clippers,,Kawhi Leonard,placed on IL
483,2019-12-14,Clippers,Landry Shamet,,activated from IL
484,2019-12-14,Grizzlies,Ja Morant,,activated from IL
485,2019-12-14,Mavericks,,Ryan Broekhoff,placed on IL
486,2019-12-14,Mavericks,Delon Wright,,activated from IL
487,2019-12-14,Nuggets,,Paul Millsap,placed on IL with strained right quadriceps
488,2019-12-14,Nuggets,Vlatko Cancar,,activated from IL
489,2019-12-14,Rockets,,Russell Westbrook,placed on IL
490,2019-12-15,76ers,,Joel Embiid,placed on IL with illness
491,2019-12-15,76ers,Al Horford,,activated from IL
492,2019-12-15,Nuggets,,Vlatko Cancar,placed on IL
493,2019-12-15,Rockets,Tyson Chandler,,activated from IL
494,2019-12-15,Warriors,,Eric Paschall,placed on IL with sore left hip
495,2019-12-15,Warriors,Draymond Green,,activated from IL
496,2019-12-16,Bucks,,Frank Mason,placed on IL
497,2019-12-16,Jazz,Tony Bradley,,activated from IL
498,2019-12-16,Mavericks,,Luka Doncic,placed on IL with sprained right ankle
499,2019-12-16,Mavericks,Ryan Broekhoff,,activated from IL
500,2019-12-16,Rockets,Russell Westbrook,,activated from IL
501,2019-12-16,Thunder,Terrance Ferguson,,activated from IL
502,2019-12-16,Wizards,,Moritz Wagner / Moe Wagner,placed on IL with sprained left ankle
503,2019-12-16,Wizards,Isaiah Thomas,,activated from IL
504,2019-12-17,76ers,Joel Embiid,,activated from IL
505,2019-12-17,Clippers,,Terance Mann,placed on IL
506,2019-12-17,Clippers,Kawhi Leonard,,activated from IL
507,2019-12-17,Clippers,Patrick Beverley,,activated from IL
508,2019-12-17,Hawks,,Chandler Parsons,placed on IL with illness
509,2019-12-17,Hornets,,P.J. Washington,placed on IL with fractured finger
510,2019-12-17,Hornets,Marvin Williams,,activated from IL
511,2019-12-17,Jazz,,Nigel Williams-Goss,placed on IL
512,2019-12-17,Jazz,Mike Conley Jr.,,activated from IL
513,2019-12-17,Kings,De'Aaron Fox,,activated from IL
514,2019-12-17,Lakers,,Anthony Davis,placed on IL with sprained right ankle
515,2019-12-17,Suns,,Tyler Johnson,placed on IL with illness
516,2019-12-17,Suns,Deandre Ayton,,activated from IL
517,2019-12-17,Warriors,Eric Paschall,,activated from IL
518,2019-12-17,Pacers,JaKarr Sampson,,activated from IL
519,2019-12-17,Pacers,,Alize Johnson,placed on IL with illness
520,2019-12-18,Bulls,,Cristiano Felicio,placed on IL
521,2019-12-18,Celtics,,Gordon Hayward,placed on IL with sore left foot
522,2019-12-18,Celtics,,Vincent Poirier,placed on IL with fractured finger
523,2019-12-18,Hornets,Nicolas Batum,,activated from IL
524,2019-12-18,Nuggets,Paul Millsap,,activated from IL
525,2019-12-18,Nuggets,Vlatko Cancar,,activated from IL
526,2019-12-18,Wizards,,Rui Hachimura,placed on IL with groin injury
527,2019-12-18,Pacers,Alize Johnson,,activated from IL
528,2019-12-19,Hawks,Chandler Parsons,,activated from IL
529,2019-12-19,Jazz,,Mike Conley Jr.,placed on IL with left hamstring injury
530,2019-12-19,Lakers,Anthony Davis,,activated from IL
531,2019-12-20,Grizzlies,Grayson Allen,,activated from IL
532,2019-12-20,Heat,Goran Dragic,,activated from IL
533,2019-12-20,Kings,,Bogdan Bogdanovic,placed on IL with sore right ankle
534,2019-12-20,Knicks,Allonzo Trier,,activated from IL
535,2019-12-20,Pistons,,Blake Griffin,placed on IL with sore left knee
536,2019-12-20,Pistons,,Christian Wood,placed on IL with left knee injury
537,2019-12-20,Pistons,,Luke Kennard,placed on IL with knee injury
538,2019-12-20,Pistons,Sekou Doumbouya,,activated from IL
539,2019-12-20,Raptors,,Marc Gasol,placed on IL with strained left hamstring
540,2019-12-20,Raptors,,Norman Powell,placed on IL with left shoulder subluxation
541,2019-12-20,Raptors,,Pascal Siakam,placed on IL with groin injury
542,2019-12-20,Raptors,Fred VanVleet,,activated from IL
543,2019-12-20,Suns,,Deandre Ayton,placed on IL with sprained right ankle
544,2019-12-20,Suns,Tyler Johnson,,activated from IL
545,2019-12-20,Timberwolves,,Karl-Anthony Towns,placed on IL with sprained left knee
546,2019-12-21,Bucks,,Wesley Matthews / Wes Matthews Jr.,placed on IL with bruised right thigh
547,2019-12-21,Grizzlies,,Jonas Valanciunas,placed on IL with sore right foot
548,2019-12-21,Hawks,,Evan Turner,placed on IL with strained right hamstring
549,2019-12-21,Pistons,Luke Kennard,,activated from IL
550,2019-12-21,Rockets,,David Nwaba,placed on IL with torn right Achilles tendon (out for season)
551,2019-12-21,Suns,,Ricky Rubio,placed on IL with illness
552,2019-12-21,Suns,Jalen Lecque,,activated from IL
553,2019-12-22,Bucks,Frank Mason,,activated from IL
554,2019-12-22,Bucks,Wesley Matthews / Wes Matthews Jr.,,activated from IL
555,2019-12-22,Clippers,,Patrick Beverley,placed on IL with right groin injury
556,2019-12-22,Clippers,JaMychal Green,,activated from IL
557,2019-12-22,Lakers,,LeBron James,placed on IL with strained thoracic muscle
558,2019-12-22,Lakers,Kyle Kuzma,,activated from IL
559,2019-12-22,Raptors,,Dewan Hernandez,placed on IL with sprained right ankle
560,2019-12-22,Thunder,,Danilo Gallinari,placed on IL with sore left ankle
561,2019-12-23,76ers,,Matisse Thybulle,placed on IL with sprained right knee
562,2019-12-23,Bulls,Cristiano Felicio,,activated from IL
563,2019-12-23,Cavaliers,,Larry Nance Jr.,placed on IL with sore left knee
564,2019-12-23,Grizzlies,Jonas Valanciunas,,activated from IL
565,2019-12-23,Magic,,Michael Carter-Williams,placed on IL with sprained left shoulder
566,2019-12-23,Pacers,,Malcolm Brogdon,placed on IL with left hamstring injury
567,2019-12-23,Pistons,,Bruce Brown,placed on IL with calf injury
568,2019-12-23,Pistons,,Luke Kennard,placed on IL with knee tendinitis (out for season)
569,2019-12-23,Pistons,Blake Griffin,,activated from IL
570,2019-12-23,Pistons,Christian Wood,,activated from IL
571,2019-12-23,Raptors,Stanley Johnson,,activated from IL
572,2019-12-23,Rockets,,Thabo Sefolosha,placed on IL with illness
573,2019-12-23,Suns,,Jalen Lecque,placed on IL
574,2019-12-23,Suns,Ricky Rubio,,activated from IL
575,2019-12-23,Timberwolves,,Shabazz Napier,placed on IL with illness
576,2019-12-23,Warriors,,Glenn Robinson III,placed on IL with sprained right ankle
577,2019-12-23,Wizards,,Davis Bertans,placed on IL with strained right quadriceps
578,2019-12-24,Heat,Dion Waiters,,activated from IL
579,2019-12-25,Bucks,,Frank Mason,placed on IL with strained abdominal
580,2019-12-25,Celtics,Gordon Hayward,,activated from IL
581,2019-12-25,Clippers,Patrick Beverley,,activated from IL
582,2019-12-25,Lakers,LeBron James,,activated from IL
583,2019-12-25,Warriors,,Kevon Looney,placed on IL with abdominal injury
584,2019-12-25,Warriors,Glenn Robinson III,,activated from IL
585,2019-12-26,Jazz,Nigel Williams-Goss,,activated from IL
586,2019-12-26,Kings,Bogdan Bogdanovic,,activated from IL
587,2019-12-26,Knicks,,Dennis Smith Jr.,placed on IL with strained left oblique
588,2019-12-26,Mavericks,Luka Doncic,,activated from IL
589,2019-12-26,Pistons,,Sekou Doumbouya,placed on IL with illness
590,2019-12-26,Pistons,Bruce Brown,,activated from IL
591,2019-12-26,Timberwolves,Shabazz Napier,,activated from IL
592,2019-12-26,Wizards,Jordan McRae,,activated from IL
593,2019-12-27,Bucks,,Giannis Antetokounmpo,placed on IL with sore back
594,2019-12-27,Cavaliers,Larry Nance Jr.,,activated from IL
595,2019-12-27,Hawks,,Alex Len,placed on IL with sprained left ankle
596,2019-12-27,Hawks,,Jabari Parker,placed on IL with right shoulder injury
597,2019-12-27,Hawks,Evan Turner,,activated from IL
598,2019-12-27,Hornets,P.J. Washington,,activated from IL
599,2019-12-27,Magic,,Mohamed Bamba / Mo Bamba,placed on IL with sprained right ankle
600,2019-12-27,Warriors,,Eric Paschall,placed on IL with bruised right hip
601,2019-12-27,Warriors,,Jordan Poole,placed on IL
602,2019-12-28,Bulls,,Cristiano Felicio,placed on IL with illness
603,2019-12-28,Bulls,Adam Mokoka,,activated from IL
604,2019-12-28,Cavaliers,,Kevin Love,placed on IL with bruised right hip
605,2019-12-28,Celtics,Marcus Smart,,activated from IL
606,2019-12-28,Clippers,,Montrezl Harrell,placed on IL with illness
607,2019-12-28,Hawks,,Trae Young,placed on IL with sprained right ankle
608,2019-12-28,Hawks,Alex Len,,activated from IL
609,2019-12-28,Jazz,,Nigel Williams-Goss,placed on IL
610,2019-12-28,Kings,,De'Aaron Fox,placed on IL with back spasms
611,2019-12-28,Kings,,Marvin Bagley III,placed on IL with left foot injury
612,2019-12-28,Knicks,Wayne Ellington,,activated from IL
613,2019-12-28,Nuggets,,Paul Millsap,placed on IL with bruised left knee
614,2019-12-28,Pistons,,Markieff Morris,placed on IL with sprained left foot
615,2019-12-28,Rockets,,Clint Capela,placed on IL with right heel injury
616,2019-12-28,Rockets,,Michael Frazier II,placed on IL
617,2019-12-28,Rockets,Thabo Sefolosha,,activated from IL
618,2019-12-28,Warriors,,Omari Spellman,placed on IL with illness
619,2019-12-28,Wizards,,Bradley Beal,placed on IL with right leg injury
620,2019-12-29,Grizzlies,,Jae Crowder,placed on IL with sore left ankle
621,2019-12-29,Kings,De'Aaron Fox,,activated from IL
622,2019-12-29,Rockets,,Russell Westbrook,placed on IL
623,2019-12-29,Rockets,Eric Gordon,,activated from IL
624,2019-12-29,Thunder,,Dennis Schröder,placed on IL with sore right ankle
625,2019-12-30,Bucks,,Wesley Matthews / Wes Matthews Jr.,placed on IL with bruised right thigh
626,2019-12-30,Bucks,Eric Bledsoe,,activated from IL
627,2019-12-30,Bucks,Giannis Antetokounmpo,,activated from IL
628,2019-12-30,Cavaliers,Kevin Love,,activated from IL
629,2019-12-30,Clippers,Montrezl Harrell,,activated from IL
630,2019-12-30,Hawks,,Chandler Parsons,placed on IL
631,2019-12-30,Jazz,Nigel Williams-Goss,,activated from IL
632,2019-12-30,Magic,,Aaron Gordon,placed on IL with left Achilles injury
633,2019-12-30,Magic,Mohamed Bamba / Mo Bamba,,activated from IL
634,2019-12-30,Pacers,Malcolm Brogdon,,activated from IL
635,2019-12-30,Pistons,Sekou Doumbouya,,activated from IL
636,2019-12-30,Suns,Deandre Ayton,,activated from IL
637,2019-12-30,Timberwolves,,Andrew Wiggins,placed on IL with illness
638,2019-12-30,Warriors,Omari Spellman,,activated from IL
639,2019-12-31,76ers,,Joel Embiid,placed on IL with sore left knee
640,2019-12-31,Celtics,,Jaylen Brown,placed on IL with illness
641,2019-12-31,Clippers,,Patrick Beverley,placed on IL with sprained right wrist
642,2019-12-31,Mavericks,,Kristaps Porzingis,placed on IL with sore right knee
643,2019-12-31,Mavericks,,Ryan Broekhoff,placed on IL with fractured fibula in left leg
644,2019-12-31,Mavericks,,Tim Hardaway Jr.,placed on IL with strained left hamstring
645,2019-12-31,Nuggets,,Gary Harris,placed on IL with bruised left shin
646,2019-12-31,Nuggets,Paul Millsap,,activated from IL
647,2019-12-31,Rockets,Clint Capela,,activated from IL
648,2019-12-31,Rockets,Russell Westbrook,,activated from IL
649,2019-12-31,Thunder,11/25/2019,,activated from IL
650,2019-12-31,Thunder,Danilo Gallinari,,activated from IL
651,2019-12-31,Thunder,Dennis Schröder,,activated from IL
652,2019-12-31,Warriors,,Willie Cauley-Stein,placed on IL with illness
653,2019-12-31,Warriors,Eric Paschall,,activated from IL
654,2020-01-01,Blazers,,Skal Labissiere,placed on IL
655,2020-01-01,Knicks,Reggie Bullock,,activated from IL
656,2020-01-01,Suns,,Frank Kaminsky,placed on IL with sore right knee
657,2020-01-01,Wizards,Bradley Beal,,activated from IL
658,2020-01-02,76ers,Joel Embiid,,activated from IL
659,2020-01-02,Grizzlies,Jae Crowder,,activated from IL
660,2020-01-02,Hawks,Trae Young,,activated from IL
661,2020-01-02,Jazz,,Nigel Williams-Goss,placed on IL
662,2020-01-02,Nets,,Garrett Temple,placed on IL with bruised right knee
663,2020-01-02,Nuggets,,Vlatko Cancar,placed on IL
664,2020-01-02,Nuggets,Gary Harris,,activated from IL
665,2020-01-02,Pacers,,Edmond Sumner,placed on IL with sore right knee
666,2020-01-02,Pacers,,Malcolm Brogdon,placed on IL with sore lower back
667,2020-01-02,Timberwolves,,Treveon Graham,placed on IL with illness
668,2020-01-03,76ers,,James Ennis III,placed on IL with illness
669,2020-01-03,Celtics,,Kemba Walker,placed on IL with illness
670,2020-01-03,Celtics,Jaylen Brown,,activated from IL
671,2020-01-03,Hawks,,Evan Turner,placed on IL
672,2020-01-03,Hawks,Jabari Parker,,activated from IL
673,2020-01-03,Lakers,,Alex Caruso,placed on IL with right calf injury
674,2020-01-03,Magic,,Jonathan Isaac,placed on IL with left knee injury
675,2020-01-03,Magic,Aaron Gordon,,activated from IL
676,2020-01-03,Wizards,Thomas Bryant,,activated from IL
677,2020-01-03,Bulls,Chandler Hutchison,,activated from IL
678,2020-01-03,Bulls,Cristiano Felicio,,activated from IL
679,2020-01-03,Nets,David Nwaba,,activated from IL
680,2020-01-04,Bucks,Wesley Matthews / Wes Matthews Jr.,,activated from IL
681,2020-01-04,Bulls,,Adam Mokoka,placed on IL
682,2020-01-04,Cavaliers,,Larry Nance Jr.,placed on IL with sore left knee
683,2020-01-04,Clippers,,Paul George,placed on IL with left hamstring injury
684,2020-01-04,Hawks,,Cameron Reddish / Cam Reddish,placed on IL with sprained right wrist
685,2020-01-04,Hawks,,Jabari Parker,placed on IL with throat injury
686,2020-01-04,Hawks,,John Collins (Martin),placed on IL with back injury
687,2020-01-04,Hawks,Chandler Parsons,,activated from IL
688,2020-01-04,Hawks,Evan Turner,,activated from IL
689,2020-01-04,Kings,,Bogdan Bogdanovic,placed on IL with sore right ankle
690,2020-01-04,Nets,Caris LeVert,,activated from IL
691,2020-01-04,Nets,Garrett Temple,,activated from IL
692,2020-01-04,Nuggets,Vlatko Cancar,,activated from IL
693,2020-01-04,Pacers,Edmond Sumner,,activated from IL
694,2020-01-04,Spurs,,Dejounte Murray,placed on IL for personal reasons
695,2020-01-04,Warriors,,D'Angelo Russell,placed on IL with right shoulder injury
696,2020-01-04,Warriors,Jordan Poole,,activated from IL
697,2020-01-04,Warriors,Willie Cauley-Stein,,activated from IL
698,2020-01-04,Wizards,,Bradley Beal,placed on IL with right leg injury
699,2020-01-04,Wizards,,Thomas Bryant,placed on IL
700,2020-01-05,Cavaliers,,Tristan Thompson,placed on IL with illness
